UIK.RAW	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.PRELIMINARY	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	TIK	BABURIN	BABURIN.pct	GRUDININ	GRUDININ.pct	ZHIRINOVSKI	ZHIRINOVSKI.pct	PUTIN	PUTIN.pct	SOBCHAK	SOBCHAK.pct	SURAIKIN	SURAIKIN.pct	TITOV	TITOV.pct	YAVLINSKI	YAVLINSKI.pct
УИК №1012	1012	1213	1500	0	836	14	650	14	836	11	839	0	0	25	6	0.71%	85	10.00%	35	4.12%	632	74.35%	24	2.82%	5	0.59%	20	2.35%	32	3.76%
УИК №1013	1013	1797	2000	0	1137	131	732	131	1137	17	1251	0	0	25	12	0.95%	99	7.81%	62	4.89%	992	78.23%	28	2.21%	7	0.55%	16	1.26%	35	2.76%
УИК №1014	1014	1693	1900	0	1120	29	751	29	1120	16	1133	0	0	25	7	0.61%	89	7.75%	54	4.70%	894	77.81%	38	3.31%	5	0.44%	16	1.39%	30	2.61%
УИК №1015	1015	1605	1700	0	1030	64	606	64	1030	6	1088	0	0	25	7	0.64%	73	6.67%	50	4.57%	888	81.17%	32	2.93%	9	0.82%	9	0.82%	20	1.83%
УИК №1016	1016	1686	1900	0	1016	84	800	84	1014	11	1087	0	0	25	14	1.28%	77	7.01%	49	4.46%	865	78.78%	29	2.64%	3	0.27%	18	1.64%	32	2.91%
УИК №1017	1017	1491	1400	0	986	5	409	5	985	14	976	0	0	25	6	0.61%	83	8.38%	41	4.14%	745	75.25%	55	5.56%	5	0.51%	19	1.92%	22	2.22%
УИК №1018	1018	1945	2200	0	1243	85	872	85	1241	19	1307	0	0	25	16	1.21%	95	7.16%	60	4.52%	1034	77.98%	48	3.62%	8	0.60%	16	1.21%	30	2.26%
УИК №1019	1019	1753	2000	0	1066	47	887	47	1066	18	1095	0	0	25	6	0.54%	108	9.70%	49	4.40%	825	74.12%	52	4.67%	8	0.72%	16	1.44%	31	2.79%
УИК №1020	1020	2042	2200	0	1262	25	913	25	1252	18	1259	0	0	25	10	0.78%	120	9.40%	54	4.23%	959	75.10%	51	3.99%	7	0.55%	15	1.17%	43	3.37%
УИК №1021	1021	2112	2200	0	1393	26	781	26	1393	22	1397	0	0	25	8	0.56%	143	10.08%	69	4.86%	1016	71.60%	80	5.64%	10	0.70%	26	1.83%	45	3.17%
УИК №1022	1022	2011	2100	0	1207	158	735	158	1204	7	1355	0	0	25	11	0.81%	109	8.00%	52	3.82%	1077	79.07%	51	3.74%	15	1.10%	13	0.95%	27	1.98%
УИК №1023	1023	1742	2000	0	1348	31	621	31	1346	23	1354	0	0	25	10	0.73%	117	8.50%	47	3.41%	1045	75.89%	59	4.28%	13	0.94%	22	1.60%	41	2.98%
УИК №1024	1024	1755	2000	0	1162	29	809	29	1162	13	1178	0	0	25	8	0.67%	89	7.47%	53	4.45%	951	79.85%	31	2.60%	7	0.59%	13	1.09%	26	2.18%
УИК №1025	1025	1574	1800	0	1135	38	627	38	1135	15	1158	0	0	25	13	1.11%	112	9.55%	44	3.75%	902	76.90%	37	3.15%	11	0.94%	6	0.51%	33	2.81%
УИК №1026	1026	1920	2200	0	1254	20	926	20	1251	18	1253	0	0	25	15	1.18%	124	9.76%	46	3.62%	958	75.37%	46	3.62%	10	0.79%	24	1.89%	30	2.36%
УИК №1027	1027	1884	2100	0	1305	33	762	33	1304	12	1325	0	0	25	17	1.27%	112	8.38%	59	4.41%	1004	75.09%	69	5.16%	7	0.52%	14	1.05%	43	3.22%
УИК №1028	1028	1238	1400	0	855	25	520	25	854	9	870	0	0	25	5	0.57%	65	7.39%	42	4.78%	693	78.84%	21	2.39%	7	0.80%	11	1.25%	26	2.96%
УИК №1029	1029	1434	1500	0	868	23	609	23	868	9	882	0	0	25	8	0.90%	73	8.19%	39	4.38%	690	77.44%	29	3.25%	8	0.90%	8	0.90%	27	3.03%
УИК №1030	1030	1744	2000	0	1249	10	741	10	1249	19	1240	0	0	25	9	0.71%	122	9.69%	63	5.00%	917	72.84%	51	4.05%	11	0.87%	25	1.99%	42	3.34%
УИК №1031	1031	1687	2000	0	987	23	990	23	987	11	999	0	0	25	10	0.99%	83	8.22%	45	4.46%	796	78.81%	20	1.98%	9	0.89%	20	1.98%	16	1.58%
УИК №1032	1032	1916	2200	0	1244	25	931	25	1242	17	1250	0	0	25	11	0.87%	110	8.68%	63	4.97%	932	73.56%	50	3.95%	8	0.63%	24	1.89%	52	4.10%
УИК №1033	1033	2215	2400	0	1422	20	958	20	1422	17	1425	0	0	25	12	0.83%	115	7.98%	44	3.05%	1116	77.39%	61	4.23%	5	0.35%	24	1.66%	48	3.33%
УИК №1034	1034	1947	2100	0	1248	64	788	64	1248	15	1297	0	0	25	12	0.91%	101	7.70%	66	5.03%	1022	77.90%	39	2.97%	6	0.46%	18	1.37%	33	2.52%
УИК №1035	1035	1981	2100	0	1328	43	729	43	1328	22	1349	0	0	25	14	1.02%	116	8.46%	63	4.60%	1026	74.84%	64	4.67%	6	0.44%	23	1.68%	37	2.70%
УИК №1036	1036	1638	1900	0	1076	73	751	73	1076	11	1138	0	0	25	8	0.70%	116	10.10%	42	3.66%	886	77.11%	36	3.13%	6	0.52%	17	1.48%	27	2.35%
УИК №1037	1037	1406	1600	0	818	91	691	91	818	13	896	0	0	25	3	0.33%	71	7.81%	46	5.06%	714	78.55%	23	2.53%	3	0.33%	21	2.31%	15	1.65%
УИК №1038	1038	1771	2100	0	1207	68	825	68	1207	15	1260	0	0	25	15	1.18%	115	9.02%	46	3.61%	992	77.80%	36	2.82%	12	0.94%	20	1.57%	24	1.88%
УИК №1039	1039	1629	1800	0	1125	66	609	66	1124	15	1175	0	0	25	13	1.09%	115	9.66%	37	3.11%	874	73.45%	52	4.37%	3	0.25%	29	2.44%	52	4.37%
УИК №1040	1040	1012	1200	0	677	61	462	59	677	11	725	0	0	25	11	1.49%	39	5.30%	29	3.94%	586	79.62%	32	4.35%	5	0.68%	8	1.09%	15	2.04%
УИК №1041	1041	2256	2600	0	1473	81	1046	81	1466	29	1518	0	0	25	12	0.78%	135	8.73%	65	4.20%	1193	77.12%	55	3.56%	11	0.71%	13	0.84%	34	2.20%
УИК №1042	1042	2192	2300	0	1310	136	854	136	1309	24	1421	0	0	25	12	0.83%	112	7.75%	77	5.33%	1076	74.46%	66	4.57%	16	1.11%	29	2.01%	33	2.28%
УИК №1043	1043	1342	1500	0	894	32	574	32	862	13	881	0	0	25	7	0.78%	73	8.17%	37	4.14%	676	75.62%	47	5.26%	2	0.22%	10	1.12%	29	3.24%
УИК №1044	1044	1524	1500	0	896	55	549	55	896	7	944	0	0	25	15	1.58%	91	9.57%	54	5.68%	714	75.08%	36	3.79%	3	0.32%	9	0.95%	22	2.31%
УИК №1045	1045	2314	2500	0	1523	98	879	98	1523	31	1590	0	0	25	13	0.80%	163	10.06%	100	6.17%	1221	75.32%	37	2.28%	8	0.49%	21	1.30%	27	1.67%
УИК №1046	1046	2174	2600	0	1490	21	1089	21	1487	18	1490	0	0	25	9	0.60%	187	12.40%	84	5.57%	1138	75.46%	35	2.32%	9	0.60%	14	0.93%	14	0.93%
УИК №1047	1047	498	500	0	344	13	143	13	343	1	355	0	0	25	3	0.84%	32	8.99%	14	3.93%	285	80.06%	13	3.65%	1	0.28%	3	0.84%	4	1.12%
УИК №1145	1145	1870	1900	0	1102	29	769	29	1102	14	1117	0	0	26	8	0.71%	92	8.13%	49	4.33%	875	77.37%	42	3.71%	7	0.62%	19	1.68%	25	2.21%
УИК №1146	1146	1745	1700	0	1041	34	625	34	1040	11	1063	0	0	26	6	0.56%	87	8.10%	53	4.93%	829	77.19%	37	3.45%	10	0.93%	14	1.30%	27	2.51%
УИК №1147	1147	1904	1800	0	1130	28	642	28	1130	13	1145	0	0	26	11	0.95%	96	8.29%	38	3.28%	893	77.12%	32	2.76%	8	0.69%	23	1.99%	44	3.80%
УИК №1148	1148	1970	1900	0	1134	24	742	24	1134	6	1152	0	0	26	6	0.52%	112	9.67%	45	3.89%	882	76.17%	44	3.80%	8	0.69%	18	1.55%	37	3.20%
УИК №1149	1149	2080	2100	0	1215	26	859	26	1214	19	1221	0	0	26	15	1.21%	111	8.95%	55	4.44%	943	76.05%	50	4.03%	3	0.24%	13	1.05%	31	2.50%
УИК №1150	1150	2143	2200	0	1254	26	920	26	1254	11	1269	0	0	26	7	0.55%	130	10.16%	53	4.14%	979	76.48%	48	3.75%	3	0.23%	16	1.25%	33	2.58%
УИК №1151	1151	2142	2100	0	1226	32	842	32	1221	15	1238	0	0	26	19	1.52%	105	8.38%	69	5.51%	925	73.82%	47	3.75%	10	0.80%	20	1.60%	43	3.43%
УИК №1152	1152	1938	2000	0	1085	33	882	33	1084	6	1111	0	0	26	7	0.63%	95	8.50%	51	4.57%	879	78.69%	39	3.49%	7	0.63%	8	0.72%	25	2.24%
УИК №1153	1153	2430	2200	0	1404	31	765	31	1404	13	1422	0	0	26	13	0.91%	112	7.80%	69	4.81%	1114	77.63%	47	3.28%	13	0.91%	15	1.05%	39	2.72%
УИК №1154	1154	2152	2100	0	1420	15	665	15	1420	14	1421	0	0	26	13	0.91%	104	7.25%	60	4.18%	1131	78.82%	51	3.55%	12	0.84%	23	1.60%	27	1.88%
УИК №1155	1155	1827	1800	0	1049	33	718	33	1049	15	1067	0	0	26	12	1.11%	63	5.82%	58	5.36%	861	79.57%	29	2.68%	5	0.46%	16	1.48%	23	2.13%
УИК №1156	1156	1803	1800	0	1067	27	706	27	1067	9	1085	0	0	26	6	0.55%	90	8.23%	56	5.12%	833	76.14%	40	3.66%	13	1.19%	11	1.01%	36	3.29%
УИК №1157	1157	1633	1600	0	970	41	589	41	970	11	1000	0	0	26	11	1.09%	79	7.81%	48	4.75%	775	76.66%	45	4.45%	9	0.89%	11	1.09%	22	2.18%
УИК №1158	1158	2120	2000	0	1237	37	726	37	1237	12	1262	0	0	26	10	0.78%	110	8.63%	46	3.61%	1001	78.57%	41	3.22%	4	0.31%	18	1.41%	32	2.51%
УИК №1159	1159	2017	2000	0	1180	38	782	38	1180	18	1200	0	0	26	12	0.99%	118	9.69%	58	4.76%	895	73.48%	39	3.20%	13	1.07%	17	1.40%	48	3.94%
УИК №1160	1160	2300	2200	0	1450	32	718	32	1450	13	1469	0	0	26	10	0.67%	132	8.91%	58	3.91%	1137	76.72%	53	3.58%	5	0.34%	26	1.75%	48	3.24%
УИК №1161	1161	1828	2300	0	1134	25	1141	24	1134	14	1144	0	0	26	10	0.86%	92	7.94%	50	4.32%	902	77.89%	41	3.54%	11	0.95%	13	1.12%	25	2.16%
УИК №1162	1162	1848	1800	0	1086	23	691	23	1086	10	1099	0	0	26	18	1.62%	88	7.94%	49	4.42%	864	77.91%	28	2.52%	8	0.72%	17	1.53%	27	2.43%
УИК №1163	1163	1707	1700	0	988	36	676	36	984	8	1012	0	0	26	9	0.88%	103	10.10%	36	3.53%	780	76.47%	39	3.82%	3	0.29%	20	1.96%	22	2.16%
УИК №1164	1164	632	1000	0	288	252	460	252	288	10	530	0	0	26	3	0.56%	39	7.22%	37	6.85%	403	74.63%	18	3.33%	6	1.11%	5	0.93%	19	3.52%
УИК №1165	1165	1811	1800	0	1027	39	734	39	1026	13	1052	0	0	26	14	1.31%	86	8.08%	47	4.41%	820	76.99%	33	3.10%	13	1.22%	9	0.85%	30	2.82%
УИК №1166	1166	2060	2000	0	1248	33	719	33	1248	14	1267	0	0	26	11	0.86%	115	8.98%	69	5.39%	982	76.66%	38	2.97%	12	0.94%	12	0.94%	28	2.19%
УИК №1167	1167	2387	2200	0	1320	107	773	107	1318	19	1406	0	0	26	14	0.98%	118	8.28%	69	4.84%	1070	75.09%	58	4.07%	9	0.63%	18	1.26%	50	3.51%
УИК №1168	1168	2218	2100	0	1312	56	732	56	1311	10	1357	0	0	26	11	0.80%	125	9.14%	53	3.88%	1044	76.37%	48	3.51%	13	0.95%	19	1.39%	44	3.22%
УИК №1169	1169	2366	2100	0	1447	44	609	44	1447	19	1472	0	0	26	11	0.74%	125	8.38%	62	4.16%	1114	74.71%	67	4.49%	11	0.74%	32	2.15%	50	3.35%
УИК №1170	1170	1881	1800	0	1086	17	697	17	1083	15	1085	0	0	26	14	1.27%	79	7.18%	62	5.64%	847	77.00%	40	3.64%	4	0.36%	16	1.45%	23	2.09%
УИК №1171	1171	2454	2200	0	1312	68	820	68	1311	10	1369	0	0	26	2	0.15%	142	10.30%	48	3.48%	1077	78.10%	34	2.47%	10	0.73%	25	1.81%	31	2.25%
УИК №1172	1172	628	700	0	465	149	86	149	465	11	603	0	0	26	7	1.14%	7	1.14%	25	4.07%	543	88.44%	6	0.98%	2	0.33%	4	0.65%	9	1.47%
УИК №1173	1173	1748	1500	0	966	21	513	21	966	9	978	0	0	26	8	0.81%	106	10.74%	42	4.26%	734	74.37%	43	4.36%	5	0.51%	7	0.71%	33	3.34%
УИК №1174	1174	1862	1700	0	1060	32	608	32	1060	11	1081	0	0	26	10	0.92%	94	8.61%	45	4.12%	838	76.74%	34	3.11%	9	0.82%	15	1.37%	36	3.30%
УИК №1175	1175	1800	1700	0	932	34	734	34	932	7	959	0	0	26	11	1.14%	94	9.73%	57	5.90%	719	74.43%	40	4.14%	6	0.62%	10	1.04%	22	2.28%
УИК №1176	1176	1782	1700	0	1080	28	592	28	1079	8	1099	0	0	26	10	0.90%	104	9.39%	45	4.07%	858	77.51%	27	2.44%	9	0.81%	10	0.90%	36	3.25%
УИК №1177	1177	1694	1600	0	1007	33	560	33	1007	8	1032	0	0	26	15	1.44%	94	9.04%	51	4.90%	798	76.73%	40	3.85%	4	0.38%	10	0.96%	20	1.92%
УИК №1178	1178	1928	1800	0	1042	34	724	34	1041	9	1066	0	0	26	9	0.84%	98	9.12%	46	4.28%	838	77.95%	29	2.70%	6	0.56%	20	1.86%	20	1.86%
УИК №1179	1179	1023	950	0	603	29	318	29	603	6	626	0	0	26	2	0.32%	52	8.23%	30	4.75%	499	78.96%	22	3.48%	1	0.16%	4	0.63%	16	2.53%
УИК №1180	1180	1965	1800	0	902	52	846	52	901	7	946	0	0	26	5	0.52%	86	9.02%	49	5.14%	741	77.75%	19	1.99%	7	0.73%	18	1.89%	21	2.20%
УИК №1181	1181	2225	1950	0	1540	34	376	34	1540	25	1549	0	0	26	8	0.51%	164	10.42%	135	8.58%	1151	73.13%	49	3.11%	6	0.38%	16	1.02%	20	1.27%
УИК №1182	1182	2034	2000	0	1194	17	789	17	1194	7	1204	0	0	26	15	1.24%	140	11.56%	60	4.95%	906	74.81%	35	2.89%	8	0.66%	14	1.16%	26	2.15%
УИК №1183	1183	929	900	0	555	8	337	8	553	4	557	0	0	26	2	0.36%	63	11.23%	29	5.17%	428	76.29%	18	3.21%	4	0.71%	4	0.71%	9	1.60%
УИК №1184	1184	2192	2100	0	1261	30	809	30	1261	8	1283	0	0	26	14	1.08%	107	8.29%	68	5.27%	1021	79.09%	35	2.71%	5	0.39%	15	1.16%	18	1.39%
УИК №1185	1185	980	850	0	604	11	235	11	604	7	608	0	0	26	5	0.81%	63	10.24%	30	4.88%	477	77.56%	10	1.63%	2	0.33%	9	1.46%	12	1.95%
УИК №1186	1186	1588	1500	0	982	13	505	13	981	19	975	0	0	26	10	1.01%	80	8.05%	43	4.33%	778	78.27%	30	3.02%	13	1.31%	6	0.60%	15	1.51%
УИК №1187	1187	2300	2200	0	1378	32	790	32	1378	14	1396	0	0	26	16	1.13%	141	10.00%	61	4.33%	1089	77.23%	38	2.70%	9	0.64%	22	1.56%	20	1.42%
УИК №1188	1188	2844	2700	0	1738	20	942	20	1738	11	1747	0	0	26	11	0.63%	206	11.72%	70	3.98%	1347	76.62%	49	2.79%	12	0.68%	29	1.65%	23	1.31%
УИК №1189	1189	2718	2500	0	1661	8	831	8	1660	8	1660	0	0	26	10	0.60%	176	10.55%	83	4.98%	1270	76.14%	61	3.66%	11	0.66%	20	1.20%	29	1.74%
УИК №1193	1193	1092	1050	0	576	22	452	22	575	8	589	0	0	26	6	1.01%	65	10.89%	28	4.69%	452	75.71%	8	1.34%	4	0.67%	8	1.34%	18	3.02%
УИК №1194	1194	1733	1800	0	1044	23	733	23	1044	9	1058	0	0	26	8	0.75%	104	9.75%	60	5.62%	818	76.66%	24	2.25%	10	0.94%	14	1.31%	20	1.87%
УИК №1195	1195	1621	1650	0	949	31	670	31	946	16	961	0	0	26	7	0.72%	88	9.01%	46	4.71%	754	77.18%	32	3.28%	11	1.13%	4	0.41%	19	1.94%
УИК №1196	1196	1926	2000	0	1104	51	845	51	1104	21	1134	0	0	26	7	0.61%	102	8.83%	53	4.59%	908	78.61%	26	2.25%	10	0.87%	13	1.13%	15	1.30%
УИК №1197	1197	1643	1500	0	876	32	592	32	875	5	902	0	0	26	3	0.33%	96	10.58%	51	5.62%	678	74.75%	32	3.53%	8	0.88%	10	1.10%	24	2.65%
УИК №1198	1198	1870	1800	0	1070	38	692	38	1068	11	1095	0	0	26	14	1.27%	102	9.22%	51	4.61%	849	76.76%	35	3.16%	9	0.81%	15	1.36%	20	1.81%
УИК №1199	1199	2073	2000	0	1123	35	842	35	1123	13	1145	0	0	26	8	0.69%	105	9.07%	45	3.89%	933	80.57%	30	2.59%	8	0.69%	8	0.69%	8	0.69%
УИК №1200	1200	1832	1800	0	944	47	809	47	944	12	979	0	0	26	7	0.71%	92	9.28%	42	4.24%	786	79.31%	17	1.72%	5	0.50%	17	1.72%	13	1.31%
УИК №1201	1201	1711	1600	0	997	18	585	18	997	15	1000	0	0	26	10	0.99%	112	11.03%	45	4.43%	753	74.19%	45	4.43%	4	0.39%	14	1.38%	17	1.67%
УИК №1202	1202	1892	1800	0	1054	18	728	18	1053	14	1057	0	0	26	5	0.47%	115	10.74%	67	6.26%	798	74.51%	35	3.27%	5	0.47%	10	0.93%	22	2.05%
УИК №1203	1203	1688	1500	0	907	18	575	18	907	11	914	0	0	26	13	1.41%	67	7.24%	45	4.86%	749	80.97%	16	1.73%	3	0.32%	8	0.86%	13	1.41%
УИК №1204	1204	1751	1600	0	991	25	584	25	991	8	1008	0	0	26	5	0.49%	77	7.58%	44	4.33%	820	80.71%	22	2.17%	5	0.49%	15	1.48%	20	1.97%
УИК №1205	1205	1525	1400	0	869	20	511	20	868	10	878	0	0	26	8	0.90%	69	7.77%	65	7.32%	686	77.25%	17	1.91%	11	1.24%	10	1.13%	12	1.35%
УИК №1206	1206	2268	2300	0	1297	21	982	21	1296	12	1305	0	0	26	9	0.68%	126	9.57%	65	4.94%	1009	76.61%	44	3.34%	8	0.61%	17	1.29%	27	2.05%
УИК №1207	1207	2105	2000	0	1203	37	760	37	1202	20	1219	0	0	26	12	0.97%	132	10.65%	60	4.84%	938	75.71%	34	2.74%	7	0.56%	14	1.13%	22	1.78%
УИК №1208	1208	1603	1600	0	851	31	718	31	849	9	871	0	0	26	11	1.25%	92	10.45%	34	3.86%	678	77.05%	31	3.52%	8	0.91%	11	1.25%	6	0.68%
УИК №1209	1209	1604	1500	0	867	57	576	57	866	8	915	0	0	26	6	0.65%	60	6.50%	38	4.12%	751	81.37%	23	2.49%	8	0.87%	13	1.41%	16	1.73%
УИК №1210	1210	587	650	0	355	204	91	204	355	25	534	0	0	26	7	1.25%	39	6.98%	29	5.19%	425	76.03%	22	3.94%	4	0.72%	3	0.54%	5	0.89%
УИК №1211	1211	1529	1400	0	789	20	591	20	789	11	798	0	0	26	13	1.61%	93	11.50%	39	4.82%	596	73.67%	28	3.46%	5	0.62%	7	0.87%	17	2.10%
УИК №1212	1212	442	350	0	263	18	69	18	262	1	279	0	0	26	1	0.36%	21	7.50%	11	3.93%	228	81.43%	7	2.50%	2	0.71%	1	0.36%	8	2.86%
УИК №1213	1213	2604	2500	0	1795	16	689	16	1791	28	1779	0	0	26	11	0.61%	189	10.46%	118	6.53%	1337	73.99%	53	2.93%	12	0.66%	21	1.16%	38	2.10%
УИК №1214	1214	1941	1900	0	958	31	911	31	958	13	976	0	0	26	7	0.71%	73	7.38%	49	4.95%	790	79.88%	30	3.03%	9	0.91%	6	0.61%	12	1.21%
УИК №1215	1215	1958	1900	0	916	20	964	20	916	12	924	0	0	26	10	1.07%	71	7.59%	57	6.09%	731	78.10%	27	2.88%	5	0.53%	4	0.43%	19	2.03%
УИК №1216	1216	1800	1800	0	1002	25	773	25	999	7	1017	0	0	26	6	0.59%	78	7.62%	61	5.96%	814	79.49%	28	2.73%	5	0.49%	11	1.07%	14	1.37%
УИК №1367	1367	2017	1900	0	1174	22	704	22	1172	22	1172	0	0	27	10	0.84%	134	11.22%	46	3.85%	801	67.09%	93	7.79%	4	0.34%	25	2.09%	59	4.94%
УИК №1368	1368	2167	1700	0	1471	21	208	21	1470	30	1461	0	0	27	9	0.60%	172	11.54%	78	5.23%	1007	67.54%	99	6.64%	10	0.67%	25	1.68%	61	4.09%
УИК №1369	1369	1897	1800	0	1227	23	550	23	1227	18	1232	0	0	27	13	1.04%	111	8.88%	44	3.52%	924	73.92%	67	5.36%	11	0.88%	23	1.84%	39	3.12%
УИК №1370	1370	1671	1600	0	1063	34	503	34	1063	10	1087	0	0	27	10	0.91%	103	9.39%	48	4.38%	808	73.66%	47	4.28%	12	1.09%	19	1.73%	40	3.65%
УИК №1371	1371	1989	1900	0	1278	6	616	6	1227	13	1220	0	0	27	5	0.41%	153	12.41%	30	2.43%	856	69.42%	89	7.22%	3	0.24%	39	3.16%	45	3.65%
УИК №1372	1372	1276	1300	0	859	19	422	19	855	15	859	0	0	27	12	1.37%	84	9.61%	31	3.55%	653	74.71%	40	4.58%	5	0.57%	19	2.17%	15	1.72%
УИК №1373	1373	1030	1000	0	712	16	272	16	710	11	715	0	0	27	7	0.96%	77	10.61%	28	3.86%	528	72.73%	29	3.99%	5	0.69%	13	1.79%	28	3.86%
УИК №1374	1374	1041	1100	0	679	23	398	23	679	3	699	0	0	27	8	1.14%	64	9.12%	25	3.56%	536	76.35%	22	3.13%	7	0.99%	10	1.42%	27	3.85%
УИК №1375	1375	2425	2300	0	1493	36	771	36	1485	17	1504	0	0	27	11	0.72%	136	8.94%	52	3.42%	1142	75.08%	75	4.93%	4	0.26%	33	2.17%	51	3.35%
УИК №1376	1376	1020	900	0	728	13	159	13	726	8	731	0	0	27	5	0.68%	77	10.42%	25	3.38%	542	73.34%	48	6.50%	4	0.54%	9	1.22%	21	2.84%
УИК №1377	1377	1398	1300	0	873	31	396	31	873	15	889	0	0	27	14	1.55%	74	8.19%	38	4.20%	665	73.56%	44	4.87%	5	0.55%	17	1.88%	32	3.54%
УИК №1378	1378	1530	1600	0	1031	26	543	26	1027	9	1044	0	0	27	12	1.14%	105	9.97%	37	3.51%	791	75.12%	41	3.89%	6	0.57%	17	1.61%	35	3.32%
УИК №1379	1379	1851	1900	0	1269	26	605	26	1269	13	1282	0	0	27	6	0.46%	122	9.42%	52	4.02%	996	76.91%	46	3.55%	8	0.62%	14	1.08%	38	2.93%
УИК №1380	1380	1637	1600	0	1063	32	505	32	1059	7	1084	0	0	27	4	0.37%	101	9.26%	42	3.85%	801	73.42%	59	5.41%	5	0.46%	22	2.02%	50	4.58%
УИК №1381	1381	1856	1800	0	1226	30	544	30	1222	19	1233	0	0	27	8	0.64%	95	7.59%	47	3.75%	950	75.88%	59	4.71%	10	0.80%	25	1.99%	39	3.12%
УИК №1382	1382	2065	2100	0	1153	42	905	42	1153	17	1178	0	0	27	14	1.17%	113	9.46%	47	3.93%	902	75.48%	36	3.01%	10	0.84%	19	1.59%	37	3.10%
УИК №1383	1383	1794	1800	0	1062	29	709	29	1054	11	1072	0	0	27	9	0.83%	96	8.86%	52	4.80%	821	75.81%	45	4.16%	6	0.55%	13	1.20%	30	2.77%
УИК №1384	1384	1539	1600	0	920	17	663	17	920	7	930	0	0	27	15	1.60%	75	8.00%	56	5.98%	713	76.09%	33	3.52%	5	0.53%	11	1.17%	22	2.35%
УИК №1385	1385	948	1000	0	570	14	416	14	570	9	575	0	0	27	17	2.91%	40	6.85%	29	4.97%	436	74.66%	26	4.45%	4	0.68%	11	1.88%	12	2.05%
УИК №1386	1386	2289	1900	0	1383	63	454	63	1381	28	1416	0	0	27	13	0.90%	121	8.38%	55	3.81%	1117	77.35%	39	2.70%	8	0.55%	20	1.39%	43	2.98%
УИК №1387	1387	1533	1500	0	869	24	607	24	868	15	877	0	0	27	5	0.56%	78	8.74%	36	4.04%	660	73.99%	47	5.27%	5	0.56%	11	1.23%	35	3.92%
УИК №1388	1388	1759	1700	0	990	20	690	20	990	7	1003	0	0	27	7	0.69%	83	8.22%	48	4.75%	784	77.62%	26	2.57%	4	0.40%	9	0.89%	42	4.16%
УИК №1389	1389	2339	2200	0	1446	32	722	32	1443	20	1455	0	0	27	13	0.88%	163	11.05%	51	3.46%	1085	73.56%	62	4.20%	9	0.61%	29	1.97%	43	2.92%
УИК №1390	1390	1965	2000	0	1258	31	711	31	1255	19	1267	0	0	27	14	1.09%	132	10.26%	52	4.04%	931	72.40%	58	4.51%	6	0.47%	28	2.18%	46	3.58%
УИК №1391	1391	2516	2400	0	1431	29	940	29	1431	23	1437	0	0	27	10	0.68%	174	11.92%	52	3.56%	1065	72.95%	73	5.00%	5	0.34%	22	1.51%	36	2.47%
УИК №1392	1392	1701	1700	0	1043	24	633	24	1043	16	1051	0	0	27	9	0.84%	87	8.15%	48	4.50%	809	75.82%	35	3.28%	11	1.03%	16	1.50%	36	3.37%
УИК №1393	1393	2487	2400	0	1588	37	775	37	1588	20	1605	0	0	27	14	0.86%	158	9.72%	55	3.38%	1155	71.08%	86	5.29%	15	0.92%	34	2.09%	88	5.42%
УИК №1394	1394	1966	1900	0	1094	38	768	38	1094	15	1117	0	0	27	14	1.24%	89	7.86%	42	3.71%	852	75.27%	52	4.59%	4	0.35%	19	1.68%	45	3.98%
УИК №1395	1395	1450	1200	0	994	19	187	19	994	15	998	0	0	27	10	0.99%	115	11.35%	28	2.76%	685	67.62%	75	7.40%	8	0.79%	18	1.78%	59	5.82%
УИК №1396	1396	1623	1400	0	1019	28	353	28	1018	15	1031	0	0	27	10	0.96%	118	11.28%	37	3.54%	680	65.01%	87	8.32%	12	1.15%	33	3.15%	54	5.16%
УИК №1397	1397	1561	1400	0	1037	33	330	33	1034	17	1050	0	0	27	10	0.94%	133	12.46%	31	2.91%	726	68.04%	74	6.94%	5	0.47%	28	2.62%	43	4.03%
УИК №1398	1398	2492	2100	0	1427	46	627	46	1426	21	1451	0	0	27	12	0.82%	155	10.53%	33	2.24%	1005	68.27%	103	6.99%	11	0.75%	47	3.19%	85	5.77%
УИК №1399	1399	1549	1500	0	1045	22	433	22	1045	10	1057	0	0	27	13	1.22%	125	11.72%	29	2.72%	726	68.04%	76	7.12%	11	1.03%	20	1.87%	57	5.34%
УИК №1400	1400	1409	1300	0	907	25	368	25	906	11	920	0	0	27	5	0.54%	117	12.57%	31	3.33%	655	70.35%	50	5.37%	4	0.43%	19	2.04%	39	4.19%
УИК №1401	1401	1820	1800	0	1137	31	632	31	1136	9	1158	0	0	27	19	1.63%	123	10.54%	44	3.77%	829	71.04%	66	5.66%	8	0.69%	31	2.66%	38	3.26%
УИК №1402	1402	2059	2100	0	1283	60	757	60	1283	12	1331	0	0	27	23	1.71%	137	10.20%	60	4.47%	975	72.60%	61	4.54%	11	0.82%	25	1.86%	39	2.90%
УИК №1403	1403	2216	2100	0	1461	26	613	26	1461	16	1471	0	0	27	12	0.81%	161	10.83%	64	4.30%	1085	72.97%	65	4.37%	13	0.87%	25	1.68%	46	3.09%
