UIK.RAW	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.PRELIMINARY	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	TIK	BABURIN	BABURIN.pct	GRUDININ	GRUDININ.pct	ZHIRINOVSKI	ZHIRINOVSKI.pct	PUTIN	PUTIN.pct	SOBCHAK	SOBCHAK.pct	SURAIKIN	SURAIKIN.pct	TITOV	TITOV.pct	YAVLINSKI	YAVLINSKI.pct
УИК №2062	2062	2064	2000	0	1250	46	704	46	1248	10	1284	0	0	23	12	0.93%	123	9.51%	60	4.64%	968	74.81%	64	4.95%	5	0.39%	23	1.78%	29	2.24%
УИК №2063	2063	1923	1500	0	1003	46	451	46	1000	9	1037	0	0	23	7	0.67%	93	8.89%	63	6.02%	805	76.96%	28	2.68%	8	0.76%	13	1.24%	20	1.91%
УИК №2064	2064	2068	2000	0	1121	41	838	41	1119	15	1145	0	0	23	7	0.60%	91	7.84%	56	4.83%	892	76.90%	38	3.28%	5	0.43%	23	1.98%	33	2.84%
УИК №2065	2065	2275	2000	0	1212	55	733	55	1211	17	1249	0	0	23	6	0.47%	98	7.74%	63	4.98%	975	77.01%	43	3.40%	13	1.03%	17	1.34%	34	2.69%
УИК №2066	2066	2023	1500	0	1148	37	315	37	1148	12	1173	0	0	23	3	0.25%	116	9.79%	46	3.88%	897	75.70%	41	3.46%	9	0.76%	30	2.53%	31	2.62%
УИК №2067	2067	2312	2000	0	1238	45	717	45	1236	38	1243	0	0	23	12	0.94%	102	7.96%	63	4.92%	970	75.72%	48	3.75%	13	1.01%	12	0.94%	23	1.80%
УИК №2068	2068	2033	1500	0	1191	31	278	31	1191	20	1202	0	0	23	13	1.06%	99	8.10%	74	6.06%	936	76.60%	34	2.78%	8	0.65%	14	1.15%	24	1.96%
УИК №2069	2069	2015	1500	0	1114	42	344	42	1113	12	1143	0	0	23	8	0.69%	89	7.71%	47	4.07%	899	77.84%	49	4.24%	15	1.30%	12	1.04%	24	2.08%
УИК №2070	2070	1598	1500	0	843	28	629	28	841	7	862	0	0	23	1	0.12%	68	7.83%	41	4.72%	692	79.63%	18	2.07%	9	1.04%	10	1.15%	23	2.65%
УИК №2071	2071	1672	1500	0	1086	36	378	36	1086	10	1112	0	0	23	9	0.80%	76	6.77%	58	5.17%	871	77.63%	39	3.48%	11	0.98%	18	1.60%	30	2.67%
УИК №2072	2072	1804	1500	0	1225	37	238	37	1225	13	1249	0	0	23	10	0.79%	93	7.37%	63	4.99%	934	74.01%	39	3.09%	10	0.79%	48	3.80%	52	4.12%
УИК №2073	2073	1886	1500	0	1175	51	274	51	1175	0	1226	0	0	23	20	1.63%	95	7.75%	68	5.55%	880	71.78%	39	3.18%	8	0.65%	17	1.39%	99	8.08%
УИК №2074	2074	1668	1500	0	1046	47	407	47	1046	85	1008	0	0	23	16	1.46%	82	7.50%	46	4.21%	748	68.44%	50	4.57%	6	0.55%	22	2.01%	38	3.48%
УИК №2075	2075	1489	1500	0	1205	14	281	14	1205	0	1219	0	0	23	13	1.07%	120	9.84%	41	3.36%	941	77.19%	35	2.87%	11	0.90%	17	1.39%	41	3.36%
УИК №2076	2076	1599	1500	0	989	25	486	25	989	16	998	0	0	23	15	1.48%	85	8.38%	48	4.73%	762	75.15%	40	3.94%	4	0.39%	20	1.97%	24	2.37%
УИК №2077	2077	2321	2000	0	1323	39	638	39	1323	21	1341	0	0	23	14	1.03%	104	7.64%	58	4.26%	1053	77.31%	53	3.89%	13	0.95%	12	0.88%	34	2.50%
УИК №2078	2078	2397	2500	0	1520	65	915	65	1520	13	1572	0	0	23	11	0.69%	109	6.88%	46	2.90%	1281	80.82%	52	3.28%	15	0.95%	19	1.20%	39	2.46%
УИК №2079	2079	2546	2500	0	1541	35	924	35	1538	14	1559	0	0	23	14	0.89%	136	8.65%	65	4.13%	1183	75.21%	58	3.69%	12	0.76%	34	2.16%	57	3.62%
УИК №2080	2080	2683	2500	0	1503	43	954	43	1502	12	1533	0	0	23	22	1.42%	184	11.91%	48	3.11%	1130	73.14%	68	4.40%	7	0.45%	26	1.68%	48	3.11%
УИК №2081	2081	1783	1500	0	1157	47	296	47	1157	16	1188	0	0	23	11	0.91%	111	9.22%	49	4.07%	904	75.08%	48	3.99%	12	0.99%	15	1.25%	38	3.16%
УИК №2082	2082	2045	2000	0	1132	28	840	28	1132	15	1145	0	0	23	4	0.34%	98	8.45%	60	5.17%	869	74.91%	41	3.53%	9	0.78%	21	1.81%	43	3.71%
УИК №2083	2083	1841	1500	0	1074	35	391	35	1074	10	1099	0	0	23	13	1.17%	91	8.21%	39	3.52%	856	77.19%	37	3.34%	3	0.27%	23	2.07%	37	3.34%
УИК №2084	2084	1837	1500	0	1049	33	418	33	1048	11	1070	0	0	23	3	0.28%	102	9.44%	51	4.72%	802	74.19%	46	4.26%	5	0.46%	21	1.94%	40	3.70%
УИК №2085	2085	2176	2000	0	1282	35	683	35	1281	18	1298	0	0	23	10	0.76%	127	9.65%	52	3.95%	978	74.32%	63	4.79%	7	0.53%	19	1.44%	42	3.19%
УИК №2086	2086	2038	2000	0	1254	70	676	70	1254	14	1310	0	0	23	14	1.06%	126	9.52%	48	3.63%	995	75.15%	57	4.31%	18	1.36%	15	1.13%	37	2.79%
УИК №2087	2087	2826	2500	0	1448	63	989	63	1443	20	1486	0	0	23	15	0.99%	143	9.50%	48	3.19%	1101	73.11%	86	5.71%	16	1.06%	21	1.39%	56	3.72%
УИК №2088	2088	1927	1500	0	1204	47	249	47	1204	4	1247	0	0	23	12	0.96%	82	6.55%	25	1.99%	1049	83.85%	27	2.16%	4	0.32%	13	1.04%	35	2.80%
УИК №2089	2089	1835	1500	0	969	35	496	35	969	9	995	0	0	23	13	1.29%	102	10.16%	39	3.88%	727	72.41%	45	4.48%	7	0.70%	20	1.99%	42	4.18%
УИК №2090	2090	2101	2000	0	1360	34	606	34	1358	19	1373	0	0	23	16	1.15%	138	9.91%	58	4.17%	1001	71.91%	65	4.67%	8	0.57%	29	2.08%	58	4.17%
УИК №2091	2091	1981	1500	0	1107	43	350	43	1096	10	1129	0	0	23	10	0.88%	125	10.97%	46	4.04%	839	73.66%	47	4.13%	7	0.61%	14	1.23%	41	3.60%
УИК №2092	2092	1863	1500	0	1130	45	325	45	1128	17	1156	0	0	23	11	0.94%	104	8.87%	43	3.67%	871	74.25%	55	4.69%	15	1.28%	19	1.62%	38	3.24%
УИК №2093	2093	1937	1500	0	1115	39	346	39	1115	11	1143	0	0	23	10	0.87%	89	7.71%	49	4.25%	877	75.99%	37	3.21%	13	1.13%	23	1.99%	45	3.90%
УИК №2094	2094	1981	2000	0	1116	53	831	53	1116	17	1152	0	0	23	10	0.86%	98	8.38%	45	3.85%	894	76.48%	46	3.93%	5	0.43%	12	1.03%	42	3.59%
УИК №2095	2095	2278	2000	0	1314	37	649	37	1314	11	1340	0	0	23	19	1.41%	95	7.03%	47	3.48%	1056	78.16%	39	2.89%	7	0.52%	34	2.52%	43	3.18%
УИК №2096	2096	1779	1500	0	1128	29	343	29	1121	12	1138	0	0	23	15	1.30%	102	8.87%	58	5.04%	883	76.78%	33	2.87%	6	0.52%	17	1.48%	24	2.09%
УИК №2097	2097	2310	2000	0	1305	32	663	32	1305	17	1320	0	0	23	10	0.75%	113	8.45%	59	4.41%	999	74.72%	61	4.56%	14	1.05%	25	1.87%	39	2.92%
УИК №2098	2098	2036	1500	0	1158	38	304	38	1153	10	1181	0	0	23	14	1.18%	96	8.06%	50	4.20%	920	77.25%	37	3.11%	5	0.42%	21	1.76%	38	3.19%
УИК №2099	2099	2151	2000	0	1198	39	763	39	1197	13	1223	0	0	23	10	0.81%	94	7.61%	45	3.64%	951	76.94%	43	3.48%	13	1.05%	16	1.29%	51	4.13%
УИК №2100	2100	2046	2000	0	1180	44	776	44	1176	19	1201	0	0	23	8	0.66%	98	8.03%	51	4.18%	933	76.48%	48	3.93%	6	0.49%	12	0.98%	45	3.69%
УИК №2101	2101	665	1000	0	329	270	401	270	329	6	593	0	0	23	4	0.67%	49	8.18%	36	6.01%	462	77.13%	24	4.01%	4	0.67%	3	0.50%	11	1.84%
УИК №2102	2102	148	170	0	146	2	22	2	146	3	145	0	0	23	0	0.00%	7	4.73%	11	7.43%	120	81.08%	4	2.70%	0	0.00%	2	1.35%	1	0.68%
УИК №2103	2103	536	1000	0	536	0	464	0	536	5	531	0	0	23	4	0.75%	69	12.87%	26	4.85%	376	70.15%	32	5.97%	2	0.37%	10	1.87%	12	2.24%
УИК №1545	1545	2090	2000	0	1292	75	633	75	1291	23	1343	0	0	24	7	0.51%	130	9.52%	62	4.54%	1008	73.79%	55	4.03%	3	0.22%	26	1.90%	52	3.81%
УИК №1546	1546	1910	1500	0	1391	16	93	16	1391	20	1387	0	0	24	3	0.21%	134	9.52%	50	3.55%	1078	76.62%	57	4.05%	10	0.71%	19	1.35%	36	2.56%
УИК №1547	1547	1702	1500	0	1042	12	446	12	1022	10	1024	0	0	24	11	1.06%	101	9.77%	40	3.87%	766	74.08%	52	5.03%	8	0.77%	19	1.84%	27	2.61%
УИК №1548	1548	1590	1300	0	868	47	385	46	853	6	893	0	0	24	10	1.11%	73	8.12%	38	4.23%	685	76.20%	29	3.23%	7	0.78%	13	1.45%	38	4.23%
УИК №1549	1549	1376	1100	0	815	13	272	13	814	13	814	0	0	24	8	0.97%	69	8.34%	44	5.32%	596	72.07%	40	4.84%	4	0.48%	17	2.06%	36	4.35%
УИК №1550	1550	1392	1400	0	930	25	445	25	930	27	928	0	0	24	9	0.94%	134	14.03%	61	6.39%	630	65.97%	40	4.19%	0	0.00%	22	2.30%	32	3.35%
УИК №1551	1551	1611	1500	0	977	31	492	31	974	14	991	0	0	24	9	0.90%	117	11.64%	37	3.68%	728	72.44%	47	4.68%	6	0.60%	17	1.69%	30	2.99%
УИК №1552	1552	1688	1500	0	962	35	503	35	958	14	979	0	0	24	11	1.11%	96	9.67%	40	4.03%	753	75.83%	26	2.62%	6	0.60%	15	1.51%	32	3.22%
УИК №1553	1553	1891	1500	0	975	22	503	22	975	9	988	0	0	24	5	0.50%	131	13.14%	49	4.91%	694	69.61%	43	4.31%	5	0.50%	17	1.71%	44	4.41%
УИК №1554	1554	1756	1500	0	1015	19	466	19	1010	14	1015	0	0	24	9	0.87%	106	10.30%	43	4.18%	773	75.12%	40	3.89%	7	0.68%	13	1.26%	24	2.33%
УИК №1555	1555	2103	1500	0	1153	34	313	34	1146	25	1155	0	0	24	11	0.93%	93	7.88%	61	5.17%	907	76.86%	41	3.47%	5	0.42%	11	0.93%	26	2.20%
УИК №1556	1556	1963	1500	0	1056	28	416	28	1054	15	1067	0	0	24	13	1.20%	97	8.96%	53	4.90%	792	73.20%	39	3.60%	13	1.20%	25	2.31%	35	3.23%
УИК №1557	1557	2061	1500	0	1216	37	247	37	1210	18	1229	0	0	24	16	1.28%	140	11.23%	70	5.61%	907	72.73%	42	3.37%	11	0.88%	18	1.44%	25	2.00%
УИК №1558	1558	1860	1500	0	1218	18	264	18	1164	10	1172	0	0	24	6	0.51%	105	8.88%	70	5.92%	907	76.73%	38	3.21%	7	0.59%	14	1.18%	25	2.12%
УИК №1559	1559	1755	1500	0	913	29	558	29	913	14	928	0	0	24	9	0.96%	87	9.24%	47	4.99%	703	74.63%	33	3.50%	6	0.64%	15	1.59%	28	2.97%
УИК №1560	1560	1668	1500	0	1132	51	317	51	1031	8	1074	0	0	24	8	0.74%	130	12.01%	53	4.90%	780	72.09%	36	3.33%	7	0.65%	19	1.76%	41	3.79%
УИК №1561	1561	1757	1500	0	945	25	530	25	939	18	946	0	0	24	11	1.14%	75	7.78%	52	5.39%	726	75.31%	39	4.05%	5	0.52%	14	1.45%	24	2.49%
УИК №1562	1562	1560	1500	0	844	14	642	14	843	10	847	0	0	24	5	0.58%	84	9.80%	47	5.48%	634	73.98%	33	3.85%	7	0.82%	18	2.10%	19	2.22%
УИК №1563	1563	1507	1500	0	985	61	454	61	985	3	1043	0	0	24	3	0.29%	96	9.18%	59	5.64%	789	75.43%	44	4.21%	2	0.19%	19	1.82%	31	2.96%
УИК №1564	1564	1641	1500	0	926	46	528	46	926	8	964	0	0	24	6	0.62%	65	6.69%	34	3.50%	780	80.25%	40	4.12%	3	0.31%	16	1.65%	20	2.06%
УИК №1565	1565	1645	1500	0	1006	22	472	22	1005	13	1014	0	0	24	10	0.97%	100	9.74%	47	4.58%	744	72.44%	45	4.38%	8	0.78%	16	1.56%	44	4.28%
УИК №1566	1566	1298	1100	0	831	19	250	19	829	7	841	0	0	24	9	1.06%	99	11.67%	37	4.36%	605	71.34%	46	5.42%	4	0.47%	13	1.53%	28	3.30%
УИК №1567	1567	1496	1200	0	923	22	255	22	922	11	933	0	0	24	12	1.27%	105	11.12%	25	2.65%	660	69.92%	60	6.36%	10	1.06%	18	1.91%	43	4.56%
УИК №1568	1568	1493	1400	0	1033	49	318	49	1032	7	1074	0	0	24	2	0.19%	77	7.12%	47	4.35%	859	79.46%	31	2.87%	3	0.28%	16	1.48%	39	3.61%
УИК №1569	1569	2133	1500	0	1159	26	315	26	1156	24	1158	0	0	24	8	0.68%	104	8.80%	62	5.25%	858	72.59%	59	4.99%	9	0.76%	23	1.95%	35	2.96%
УИК №1570	1570	1672	1500	0	1014	34	452	34	1010	10	1034	0	0	24	7	0.67%	79	7.57%	55	5.27%	789	75.57%	47	4.50%	10	0.96%	12	1.15%	35	3.35%
УИК №1571	1571	1776	1500	0	1062	37	401	37	1062	14	1085	0	0	24	11	1.00%	96	8.74%	63	5.73%	812	73.89%	39	3.55%	11	1.00%	17	1.55%	36	3.28%
УИК №1572	1572	2220	2000	0	1234	39	727	39	1233	15	1257	0	0	24	12	0.94%	89	6.99%	67	5.27%	985	77.44%	43	3.38%	5	0.39%	17	1.34%	39	3.07%
УИК №1573	1573	1980	1500	0	1157	71	272	71	1157	0	1228	0	0	24	17	1.38%	80	6.51%	54	4.40%	988	80.46%	39	3.18%	8	0.65%	13	1.06%	29	2.36%
УИК №1574	1574	1560	1500	0	938	28	534	28	935	18	945	0	0	24	2	0.21%	85	8.83%	53	5.50%	740	76.84%	33	3.43%	7	0.73%	11	1.14%	14	1.45%
УИК №1575	1575	1590	1200	0	893	23	284	23	893	13	903	0	0	24	7	0.76%	55	6.00%	47	5.13%	746	81.44%	9	0.98%	11	1.20%	10	1.09%	18	1.97%
УИК №1576	1576	2246	2000	0	1289	77	634	77	1288	15	1350	0	0	24	13	0.95%	130	9.52%	64	4.69%	1005	73.63%	66	4.84%	14	1.03%	21	1.54%	37	2.71%
УИК №1577	1577	3033	2000	0	1811	22	167	22	1807	16	1813	0	0	24	18	0.98%	188	10.28%	73	3.99%	1317	72.01%	97	5.30%	15	0.82%	37	2.02%	68	3.72%
УИК №1578	1578	2293	2000	0	1350	51	599	51	1274	7	1318	0	0	24	13	0.98%	140	10.57%	67	5.06%	960	72.45%	60	4.53%	6	0.45%	25	1.89%	47	3.55%
УИК №1579	1579	1979	1500	0	1248	26	226	26	1248	11	1263	0	0	24	21	1.65%	136	10.68%	63	4.95%	899	70.57%	61	4.79%	8	0.63%	24	1.88%	51	4.00%
УИК №1580	1580	1862	1500	0	1009	22	469	22	1006	8	1020	0	0	24	6	0.58%	108	10.51%	53	5.16%	746	72.57%	54	5.25%	7	0.68%	11	1.07%	35	3.40%
УИК №1581	1581	1657	1500	0	895	22	583	22	895	12	905	0	0	24	12	1.31%	73	7.96%	37	4.03%	719	78.41%	30	3.27%	7	0.76%	10	1.09%	17	1.85%
УИК №1582	1582	1455	1200	0	770	20	410	20	769	10	779	0	0	24	4	0.51%	63	7.98%	44	5.58%	618	78.33%	17	2.15%	7	0.89%	10	1.27%	16	2.03%
УИК №1583	1583	1987	1500	0	1087	25	388	25	1087	10	1102	0	0	24	9	0.81%	104	9.35%	59	5.31%	837	75.27%	35	3.15%	6	0.54%	22	1.98%	30	2.70%
УИК №1584	1584	2031	2000	0	1039	12	949	12	1036	11	1037	0	0	24	6	0.57%	94	8.97%	55	5.25%	812	77.48%	31	2.96%	4	0.38%	14	1.34%	21	2.00%
УИК №1585	1585	1899	1500	0	974	4	522	4	969	20	953	0	0	24	7	0.72%	87	8.94%	56	5.76%	729	74.92%	30	3.08%	2	0.21%	16	1.64%	26	2.67%
УИК №1586	1586	2793	2000	0	1645	23	332	23	1522	17	1528	0	0	24	7	0.45%	143	9.26%	61	3.95%	1182	76.50%	77	4.98%	6	0.39%	24	1.55%	28	1.81%
УИК №1587	1587	2429	2000	0	1475	125	400	125	1471	19	1577	0	0	24	13	0.81%	140	8.77%	78	4.89%	1238	77.57%	44	2.76%	13	0.81%	19	1.19%	32	2.01%
УИК №1588	1588	2641	2000	0	1651	21	328	21	1527	16	1532	0	0	24	14	0.90%	128	8.27%	48	3.10%	1218	78.68%	65	4.20%	8	0.52%	28	1.81%	23	1.49%
УИК №1589	1589	2030	2000	0	1255	21	724	21	1236	17	1240	0	0	24	18	1.43%	89	7.08%	58	4.61%	982	78.12%	47	3.74%	10	0.80%	10	0.80%	26	2.07%
УИК №1590	1590	2179	2000	0	1329	21	650	21	1329	14	1336	0	0	24	13	0.96%	133	9.85%	53	3.93%	1041	77.11%	41	3.04%	11	0.81%	13	0.96%	31	2.30%
УИК №1591	1591	2034	2000	0	1315	43	642	43	1315	13	1345	0	0	24	13	0.96%	116	8.54%	61	4.49%	1068	78.65%	38	2.80%	10	0.74%	14	1.03%	25	1.84%
УИК №1592	1592	2053	1500	0	1157	21	322	21	1155	11	1165	0	0	24	8	0.68%	138	11.73%	49	4.17%	874	74.32%	35	2.98%	9	0.77%	17	1.45%	35	2.98%
УИК №1593	1593	2117	2000	0	1239	29	732	29	1235	11	1253	0	0	24	15	1.19%	136	10.76%	55	4.35%	960	75.95%	46	3.64%	8	0.63%	10	0.79%	23	1.82%
УИК №1594	1594	2018	2000	0	1200	34	766	34	1184	11	1207	0	0	24	5	0.41%	115	9.44%	55	4.52%	943	77.42%	47	3.86%	6	0.49%	18	1.48%	18	1.48%
УИК №1595	1595	2057	2000	0	1452	68	480	68	1452	25	1495	0	0	24	13	0.86%	109	7.17%	45	2.96%	1211	79.67%	50	3.29%	5	0.33%	21	1.38%	41	2.70%
УИК №1596	1596	2329	2000	0	1528	17	455	17	1526	10	1533	0	0	24	12	0.78%	138	8.94%	63	4.08%	1188	76.99%	55	3.56%	15	0.97%	19	1.23%	43	2.79%
УИК №1597	1597	2539	2000	0	1883	24	93	24	1845	22	1847	0	0	24	10	0.54%	162	8.67%	69	3.69%	1472	78.76%	55	2.94%	14	0.75%	20	1.07%	45	2.41%
УИК №1598	1598	2004	1500	0	1167	30	303	30	1167	12	1185	0	0	24	9	0.75%	118	9.86%	51	4.26%	925	77.28%	33	2.76%	10	0.84%	15	1.25%	24	2.01%
УИК №1599	1599	2184	2000	0	1437	26	537	26	1437	11	1452	0	0	24	28	1.91%	106	7.25%	64	4.37%	1112	76.01%	45	3.08%	21	1.44%	29	1.98%	47	3.21%
УИК №1600	1600	2102	1500	0	1244	16	240	16	1241	10	1247	0	0	24	6	0.48%	133	10.58%	53	4.22%	952	75.74%	38	3.02%	6	0.48%	14	1.11%	45	3.58%
УИК №1601	1601	1887	1500	0	1257	13	230	13	1217	20	1210	0	0	24	8	0.65%	116	9.43%	47	3.82%	926	75.28%	52	4.23%	4	0.33%	20	1.63%	37	3.01%
УИК №1602	1602	2551	2000	0	1570	34	396	34	1570	24	1580	0	0	24	9	0.56%	169	10.54%	56	3.49%	1198	74.69%	72	4.49%	8	0.50%	19	1.18%	49	3.05%
УИК №1603	1603	2460	2000	0	1349	22	629	22	1326	19	1329	0	0	24	10	0.74%	123	9.12%	51	3.78%	1042	77.30%	52	3.86%	10	0.74%	19	1.41%	22	1.63%
УИК №1604	1604	2275	2000	0	1599	34	367	34	1485	17	1502	0	0	24	18	1.18%	139	9.15%	56	3.69%	1176	77.42%	40	2.63%	18	1.18%	24	1.58%	31	2.04%
УИК №1605	1605	159	500	0	35	86	379	86	34	2	118	0	0	24	1	0.83%	10	8.33%	4	3.33%	87	72.50%	10	8.33%	1	0.83%	2	1.67%	3	2.50%
УИК №973	973	1687	1900	0	1160	58	682	58	1160	11	1207	0	0	25	11	0.90%	77	6.32%	66	5.42%	976	80.13%	47	3.86%	10	0.82%	10	0.82%	10	0.82%
УИК №974	974	1636	1900	0	1031	36	833	36	1031	17	1050	0	0	25	6	0.56%	81	7.59%	40	3.75%	842	78.91%	39	3.66%	6	0.56%	11	1.03%	25	2.34%
УИК №975	975	1441	1700	0	947	52	701	52	947	25	974	0	0	25	7	0.70%	76	7.61%	47	4.70%	759	75.98%	31	3.10%	8	0.80%	9	0.90%	37	3.70%
УИК №976	976	2011	2500	0	1433	26	1041	26	1433	18	1441	0	0	25	14	0.96%	126	8.64%	65	4.46%	1097	75.19%	59	4.04%	14	0.96%	25	1.71%	41	2.81%
УИК №977	977	1908	1900	0	1198	30	672	30	1198	27	1201	0	0	25	15	1.22%	93	7.57%	59	4.80%	928	75.57%	42	3.42%	10	0.81%	21	1.71%	33	2.69%
УИК №978	978	1897	2100	0	1159	18	923	18	1137	9	1146	0	0	25	6	0.52%	81	7.01%	58	5.02%	904	78.27%	41	3.55%	3	0.26%	16	1.39%	37	3.20%
УИК №979	979	1957	2200	0	1221	22	957	22	1220	19	1223	0	0	25	10	0.81%	113	9.10%	51	4.11%	928	74.72%	52	4.19%	7	0.56%	17	1.37%	45	3.62%
УИК №980	980	1803	2000	0	1134	64	802	64	1134	5	1193	0	0	25	7	0.58%	96	8.01%	64	5.34%	934	77.96%	43	3.59%	5	0.42%	14	1.17%	30	2.50%
УИК №981	981	1321	1400	0	809	58	533	58	806	4	860	0	0	25	5	0.58%	73	8.45%	45	5.21%	658	76.16%	27	3.13%	7	0.81%	17	1.97%	28	3.24%
УИК №982	982	1739	2000	0	1210	36	754	36	1210	14	1232	0	0	25	15	1.20%	98	7.87%	36	2.89%	970	77.85%	44	3.53%	6	0.48%	24	1.93%	39	3.13%
УИК №983	983	1505	1800	0	964	35	801	35	964	6	993	0	0	25	7	0.70%	96	9.61%	60	6.01%	736	73.67%	44	4.40%	8	0.80%	13	1.30%	29	2.90%
УИК №984	984	1428	1600	0	815	5	780	5	815	13	807	0	0	25	6	0.73%	110	13.41%	44	5.37%	565	68.90%	39	4.76%	1	0.12%	19	2.32%	23	2.80%
УИК №985	985	1715	2000	0	1154	33	813	33	1154	8	1179	0	0	25	10	0.84%	127	10.70%	48	4.04%	885	74.56%	42	3.54%	9	0.76%	14	1.18%	44	3.71%
УИК №986	986	1762	1900	0	1172	28	700	28	1157	21	1164	0	0	25	11	0.93%	111	9.37%	45	3.80%	882	74.43%	50	4.22%	3	0.25%	19	1.60%	43	3.63%
УИК №987	987	1123	1200	0	755	47	398	44	755	16	783	0	0	25	9	1.13%	61	7.63%	19	2.38%	620	77.60%	33	4.13%	14	1.75%	10	1.25%	17	2.13%
УИК №988	988	1947	2200	0	1206	46	948	46	1206	20	1232	0	0	25	18	1.44%	101	8.07%	59	4.71%	975	77.88%	30	2.40%	6	0.48%	19	1.52%	24	1.92%
УИК №989	989	1110	1300	0	737	27	536	27	736	13	750	0	0	25	11	1.44%	65	8.52%	45	5.90%	576	75.49%	26	3.41%	5	0.66%	7	0.92%	15	1.97%
УИК №990	990	1722	2000	0	1188	24	788	24	1185	17	1192	0	0	25	13	1.08%	101	8.35%	52	4.30%	894	73.95%	50	4.14%	13	1.08%	27	2.23%	42	3.47%
УИК №991	991	1915	2000	0	1182	20	798	20	1182	15	1187	0	0	25	7	0.58%	105	8.74%	53	4.41%	907	75.46%	40	3.33%	10	0.83%	22	1.83%	43	3.58%
УИК №992	992	1688	2000	0	1022	24	954	24	1022	22	1024	0	0	25	8	0.76%	102	9.75%	44	4.21%	762	72.85%	47	4.49%	6	0.57%	13	1.24%	42	4.02%
УИК №993	993	1988	2200	0	1408	45	747	45	1408	18	1435	0	0	25	17	1.17%	108	7.43%	66	4.54%	1138	78.32%	42	2.89%	9	0.62%	16	1.10%	39	2.68%
УИК №994	994	1936	2200	0	1345	15	840	15	1343	17	1341	0	0	25	11	0.81%	121	8.91%	66	4.86%	1014	74.67%	43	3.17%	9	0.66%	27	1.99%	50	3.68%
УИК №995	995	1818	2100	0	1203	20	877	20	1202	19	1203	0	0	25	14	1.15%	112	9.17%	50	4.09%	936	76.60%	41	3.36%	9	0.74%	6	0.49%	35	2.86%
УИК №996	996	2083	2100	0	1396	79	625	79	1396	17	1458	0	0	25	18	1.22%	124	8.41%	59	4.00%	1146	77.69%	43	2.92%	8	0.54%	22	1.49%	38	2.58%
УИК №997	997	1304	1500	0	917	34	549	34	917	9	942	0	0	25	6	0.63%	80	8.41%	44	4.63%	734	77.18%	42	4.42%	1	0.11%	14	1.47%	21	2.21%
УИК №998	998	1824	1900	0	1037	52	811	52	1037	8	1081	0	0	25	8	0.73%	91	8.36%	57	5.23%	848	77.87%	36	3.31%	5	0.46%	15	1.38%	21	1.93%
УИК №999	999	1818	2100	0	1178	16	906	16	1178	13	1181	0	0	25	8	0.67%	90	7.54%	65	5.44%	927	77.64%	40	3.35%	5	0.42%	16	1.34%	30	2.51%
УИК №1000	1000	2033	2100	0	1248	26	826	26	1246	16	1256	0	0	25	16	1.26%	127	9.98%	43	3.38%	948	74.53%	56	4.40%	4	0.31%	21	1.65%	41	3.22%
УИК №1001	1001	1832	2100	0	1167	20	913	20	1167	21	1166	0	0	25	9	0.76%	110	9.27%	52	4.38%	881	74.22%	55	4.63%	4	0.34%	23	1.94%	32	2.70%
УИК №1002	1002	1957	2300	0	1506	20	774	20	1505	10	1515	0	0	25	11	0.72%	113	7.41%	74	4.85%	1166	76.46%	60	3.93%	12	0.79%	28	1.84%	51	3.34%
УИК №1003	1003	1930	2000	0	1354	105	541	105	1344	20	1429	0	0	25	15	1.04%	110	7.59%	59	4.07%	1127	77.78%	61	4.21%	8	0.55%	18	1.24%	31	2.14%
УИК №1004	1004	1539	1800	0	991	92	717	92	991	12	1071	0	0	25	11	1.02%	104	9.60%	65	6.00%	807	74.52%	36	3.32%	7	0.65%	12	1.11%	29	2.68%
УИК №1005	1005	1756	2000	0	1285	19	696	19	1283	14	1288	0	0	25	7	0.54%	103	7.91%	41	3.15%	1031	79.19%	58	4.45%	3	0.23%	18	1.38%	27	2.07%
УИК №1006	1006	1656	1900	0	1151	51	698	51	1151	13	1189	0	0	25	10	0.83%	114	9.48%	59	4.91%	913	75.96%	41	3.41%	8	0.67%	13	1.08%	31	2.58%
УИК №1007	1007	1265	1400	0	812	13	575	12	812	10	814	0	0	25	9	1.09%	76	9.22%	45	5.46%	610	74.03%	24	2.91%	5	0.61%	18	2.18%	27	3.28%
УИК №1008	1008	1772	2100	0	1150	93	857	93	1145	16	1222	0	0	25	10	0.81%	88	7.11%	57	4.60%	972	78.51%	34	2.75%	10	0.81%	16	1.29%	35	2.83%
УИК №1009	1009	1825	1900	0	1189	19	692	19	1189	26	1182	0	0	25	13	1.08%	104	8.61%	34	2.81%	915	75.75%	52	4.30%	3	0.25%	17	1.41%	44	3.64%
УИК №1010	1010	1807	2000	0	1202	25	773	25	1202	9	1218	0	0	25	9	0.73%	120	9.78%	63	5.13%	913	74.41%	53	4.32%	7	0.57%	12	0.98%	41	3.34%
УИК №1011	1011	1093	1200	0	721	22	457	22	721	4	739	0	0	25	9	1.21%	79	10.63%	20	2.69%	569	76.58%	33	4.44%	3	0.40%	4	0.54%	22	2.96%
